1,1547720202248,5.76,32.14,3.1
1,1547720202249,15.48,14.33,2.28
1,1547720202249,12.32,-6.75,4.0
1,1547720202249,9.64,-19.64,6.52
1,1547720202249,8.45,-8.39,2.63
1,1547720202249,11.26,-0.41,1.09
1,1547720202250,14.84,-7.3,1.05
1,1547720202250,15.91,-25.72,2.51
1,1547720202312,14.1,-36.93,0.89
1,1547720202313,12.05,-20.93,1.01
1,1547720202325,11.58,-3.3,-0.29
1,1547720202325,14.45,16.19,0.27
1,1547720202326,20.7,29.0,-1.26
1,1547720202326,17.55,13.86,-1.79
1,1547720202326,14.45,0.17,-1.36
1,1547720202387,14.19,-6.52,-0.46
1,1547720202387,15.91,-6.54,-0.21
1,1547720202387,15.95,-1.85,0.52
1,1547720202388,14.1,-1.95,2.07
1,1547720202388,12.55,-1.91,2.4
1,1547720202392,11.32,-1.5,2.26
1,1547720202392,9.08,-0.39,0.62
1,1547720202392,8.53,-0.27,0.44
1,1547720202462,8.35,0.03,0.89
1,1547720202464,8.47,0.62,1.4
1,1547720202464,8.88,2.5,0.68
1,1547720202464,8.88,2.57,0.29
1,1547720202465,8.65,1.83,0.93
1,1547720202465,7.92,1.03,1.52
1,1547720202465,7.53,0.29,1.83
1,1547720202537,7.42,0.54,1.5
1,1547720202544,7.57,0.56,1.48
1,1547720202544,7.67,0.48,2.1
1,1547720202544,7.85,0.41,2.53
1,1547720202545,9.74,2.63,2.5
1,1547720202545,10.66,3.73,2.08
1,1547720202545,11.01,3.18,1.62
1,1547720202545,10.83,1.28,1.66
1,1547720202612,10.46,-1.4,1.48
1,1547720202614,10.39,-1.28,1.19
1,1547720202615,10.19,-0.83,0.82
1,1547720202616,10.05,-0.54,0.93
1,1547720202616,10.58,0.66,1.54
1,1547720202617,10.7,0.97,2.07
1,1547720202617,10.56,1.25,2.34
1,1547720202618,10.19,1.21,2.24
1,1547720202692,9.51,0.91,2.16
1,1547720202693,9.45,1.07,2.14
1,1547720202693,9.58,1.42,2.24
1,1547720202694,9.6,2.01,2.22
1,1547720202694,9.76,1.81,1.4
1,1547720202764,8.94,1.23,0.99
1,1547720202765,7.92,0.8,1.09
1,1547720202766,7.03,0.97,0.82
1,1547720202767,6.05,-0.52,0.54
1,1547720202767,5.82,-2.34,1.99
1,1547720202768,6.19,-0.27,2.32
1,1547720202769,6.93,1.28,2.2
1,1547720202769,7.44,2.05,2.3
1,1547720202838,7.87,1.52,2.81
1,1547720202839,7.65,1.11,2.55
1,1547720202840,7.51,0.66,2.53
1,1547720202840,7.01,0.37,2.36
1,1547720202841,6.4,-1.25,2.03
1,1547720202841,6.15,-1.71,1.05
1,1547720202841,5.8,-2.14,0.11
1,1547720202842,5.48,-2.87,0.07
1,1547720202912,5.62,-3.18,0.48
1,1547720202912,7.26,-0.31,1.13
1,1547720202913,8.02,1.17,1.11
1,1547720202913,8.12,1.56,0.97
1,1547720202913,7.67,0.87,1.13
1,1547720202930,6.73,0.05,0.99
1,1547720202930,6.69,-0.01,0.6
1,1547720202931,6.69,-0.42,0.44
1,1547720202988,6.58,-1.11,0.44
1,1547720202988,5.97,-2.14,-0.05
1,1547720202988,5.8,-1.87,-0.23
1,1547720202989,5.99,-1.26,0.0
1,1547720202989,6.25,-0.85,0.46
1,1547720202990,6.52,-0.42,0.89
1,1547720202990,6.42,-0.01,0.99
1,1547720202990,6.21,-0.09,1.03
1,1547720203144,6.15,-0.44,0.99
1,1547720203144,6.62,-0.42,0.6
1,1547720203145,7.05,-0.25,1.07
1,1547720203145,7.48,-0.56,1.34
1,1547720203145,7.92,-0.6,1.48
1,1547720203212,8.22,0.09,1.21
1,1547720203212,8.26,0.39,0.54
1,1547720203212,8.3,-0.17,0.29
1,1547720203213,8.51,-0.39,0.05
1,1547720203213,8.86,-0.03,-0.46
1,1547720203218,9.7,-1.48,0.25
1,1547720203218,10.07,-0.85,0.13
1,1547720203218,10.54,0.01,-0.29
1,1547720203287,10.97,0.11,-0.48
1,1547720203288,11.07,-0.33,-0.27
1,1547720203288,11.32,-0.33,0.0
1,1547720203289,11.69,-0.48,0.19
1,1547720203299,11.79,-0.64,0.35
1,1547720203300,11.07,0.19,0.93
1,1547720203300,11.07,0.19,1.4
1,1547720203300,11.07,0.31,1.17
1,1547720203363,11.05,0.41,0.46
1,1547720203363,11.81,0.0,-0.37
1,1547720203364,12.26,-0.39,-0.58
1,1547720203364,12.63,-0.7,-1.05
1,1547720203365,12.77,-0.74,-1.17
1,1547720203365,12.71,-0.31,-0.41
1,1547720203365,12.2,-0.15,0.07
1,1547720203365,11.71,-0.33,0.41
1,1547720203437,11.6,-0.7,0.25
1,1547720203450,11.71,-0.54,-0.58
1,1547720203451,11.79,-0.6,-0.89
1,1547720203451,11.83,-0.62,-1.09
1,1547720203451,12.01,-0.89,-0.89
1,1547720203452,12.38,-0.7,-0.27
1,1547720203452,11.71,-0.09,0.87
1,1547720203452,11.62,0.11,1.15
1,1547720203519,11.87,0.33,1.03
1,1547720203520,12.28,0.41,0.7
1,1547720203521,12.51,0.27,-0.03
1,1547720203522,12.42,-0.07,-0.33
1,1547720203522,12.32,-0.62,-0.68
1,1547720203523,11.99,-0.58,-0.97
1,1547720203523,11.36,-1.34,-1.09
1,1547720203524,11.34,-1.71,-0.8
1,1547720203588,11.23,-1.48,-0.46
1,1547720203588,11.23,-1.01,0.05
1,1547720203589,11.64,-0.29,1.17
1,1547720203589,11.67,0.15,0.85
1,1547720203589,11.66,0.07,0.56
1,1547720203590,11.69,-0.33,0.37
1,1547720203590,11.79,-0.23,0.05
1,1547720203662,11.77,-0.01,-0.46
1,1547720203664,11.5,-0.07,-0.35
1,1547720203665,11.42,-0.09,-0.23
1,1547720203666,11.66,-0.09,-0.15
1,1547720203666,11.69,-0.48,-0.01
1,1547720203667,11.52,-1.15,0.03
1,1547720203667,11.52,-1.25,0.05
1,1547720203668,11.58,-0.62,-0.07
1,1547720203736,11.5,-0.19,-0.35
1,1547720203754,11.67,-0.58,-0.15
1,1547720203755,11.71,-0.89,0.07
1,1547720203756,11.71,-0.87,0.19
